,Data,1. open,2. high,3. low,4. close,5. volume
38,2018-10-10,1136.4000,1137.0200,1091.5100,1092.1600,2949006
39,2018-10-09,1151.3100,1161.5500,1144.1700,1145.1700,1684728
40,2018-10-08,1160.0000,1175.8600,1135.4000,1155.9200,2309539
41,2018-10-05,1176.0000,1182.0000,1154.3200,1167.8300,1593012
42,2018-10-04,1205.0300,1205.9000,1163.8500,1177.0700,2328778
43,2018-10-03,1212.0000,1214.1800,1202.1500,1211.5300,1312686
44,2018-10-02,1206.6700,1224.5200,1199.6600,1207.6400,2008956
45,2018-10-01,1213.0000,1224.2000,1203.1900,1208.5300,1659364
46,2018-09-28,1204.0900,1208.4500,1197.8300,1207.0800,1780759
47,2018-09-27,1200.0000,1216.8600,1198.0500,1207.3600,1813652
48,2018-09-26,1193.6900,1207.2400,1185.4000,1194.0600,1882524
49,2018-09-25,1184.2500,1196.8600,1174.0900,1193.8900,1657809
50,2018-09-24,1159.4100,1185.1900,1151.5000,1179.5600,1557479
51,2018-09-21,1194.9200,1196.5800,1172.0600,1172.1200,4561119
52,2018-09-20,1180.6700,1194.0000,1176.2500,1191.5700,1462455
53,2018-09-19,1168.9600,1176.2700,1158.6200,1174.2700,1298084
54,2018-09-18,1162.6600,1181.3300,1161.4200,1167.1100,1615701
55,2018-09-17,1177.7700,1181.8200,1158.4500,1159.8300,1704790
56,2018-09-14,1188.0000,1188.0000,1173.5200,1177.9800,1208767
57,2018-09-13,1179.7000,1187.8600,1169.2200,1182.1400,2003418
58,2018-09-12,1182.0000,1190.6900,1166.1600,1171.6000,1785833
59,2018-09-11,1171.1000,1190.9400,1165.9500,1189.9900,1462688
60,2018-09-10,1184.2000,1186.6600,1170.6100,1175.0600,1383938
61,2018-09-07,1172.0000,1188.5500,1169.2700,1177.5900,1633190
62,2018-09-06,1198.5700,1198.9900,1163.6100,1183.9900,2342722
63,2018-09-05,1209.2200,1214.8700,1175.3400,1199.1000,2699394
64,2018-09-04,1222.5200,1227.8700,1206.5600,1211.3100,2072869
65,2018-08-31,1252.2100,1252.5500,1225.7500,1231.8000,2115424
66,2018-08-30,1263.4000,1269.4900,1247.2100,1254.4400,1505219
67,2018-08-29,1255.0000,1267.1700,1252.8000,1264.6500,1846615
68,2018-08-28,1255.9000,1256.5600,1242.9700,1245.8600,1366516
69,2018-08-27,1244.1400,1257.8700,1240.6800,1256.2700,1428992
70,2018-08-24,1226.0000,1237.4000,1221.4200,1236.7500,1222653
71,2018-08-23,1219.8800,1235.1700,1219.3500,1221.1600,1233347
72,2018-08-22,1214.2200,1226.5300,1213.2200,1221.7500,1114832
73,2018-08-21,1223.0200,1232.7600,1215.0300,1217.4100,1154093
74,2018-08-20,1220.6600,1225.9100,1208.7000,1221.9500,1111173
75,2018-08-17,1222.0400,1226.9500,1204.0000,1215.8500,1654629
76,2018-08-16,1241.9900,1243.7000,1219.6300,1224.0600,1608799
77,2018-08-15,1244.2800,1251.9800,1226.2400,1232.2200,1852558
78,2018-08-14,1252.5000,1260.5900,1239.5400,1258.1400,1403991
79,2018-08-13,1251.2000,1265.9700,1247.0300,1248.6400,1380882
80,2018-08-10,1259.1800,1261.2000,1247.1600,1252.5100,1334387
81,2018-08-09,1262.7300,1271.9600,1260.1000,1264.4600,1366318
82,2018-08-08,1256.7200,1271.7200,1252.1200,1261.3300,1718664
83,2018-08-07,1252.0100,1266.0800,1251.8000,1255.8400,2125256
84,2018-08-06,1241.6100,1242.4600,1230.5300,1237.6700,1105916
85,2018-08-03,1245.1800,1246.5200,1229.4200,1238.1600,1063244
86,2018-08-02,1218.5000,1244.4100,1218.0600,1241.1300,1735180
87,2018-08-01,1239.1100,1245.9000,1224.9400,1232.9900,1849740
88,2018-07-31,1231.7100,1241.2100,1216.1900,1227.2200,1969111
89,2018-07-30,1245.0500,1252.8900,1224.1700,1230.0400,2194837
90,2018-07-27,1289.1200,1291.4400,1244.4900,1252.8900,2418090
91,2018-07-26,1267.1800,1287.4000,1263.0000,1285.5000,2734302
92,2018-07-25,1252.6200,1278.2400,1249.0500,1275.9400,2575437
93,2018-07-24,1271.0000,1275.0000,1244.1400,1258.1500,5380032
94,2018-07-23,1195.6600,1215.1000,1192.0100,1211.0000,3272304
95,2018-07-20,1199.2400,1210.7700,1196.5900,1197.8800,1898376
96,2018-07-19,1206.6500,1216.4800,1197.7300,1199.1000,1916892
97,2018-07-18,1208.5300,1221.5900,1204.5600,1212.9100,1947397
98,2018-07-17,1182.7400,1218.7600,1182.0000,1213.0800,2008133
99,2018-07-16,1203.8100,1208.7100,1193.4000,1196.5100,1339237
