,Data,1. open,2. high,3. low,4. close,5. volume
0,2018-12-04,1756.0000,1770.3383,1665.0000,1668.4000,8137619
1,2018-12-03,1769.4600,1778.3400,1730.0000,1772.3600,6840148
2,2018-11-30,1679.5000,1696.0000,1666.5000,1690.1700,5761761
3,2018-11-29,1674.9900,1689.9900,1652.3300,1673.5700,6613243
4,2018-11-28,1613.9200,1681.4500,1601.2100,1677.7500,8458738
5,2018-11-27,1575.9900,1597.6500,1558.0100,1581.4200,5783227
6,2018-11-26,1539.0000,1584.8100,1524.2200,1581.3300,6257716
7,2018-11-23,1517.0000,1536.2000,1501.8100,1502.0600,2707642
8,2018-11-21,1542.9900,1550.0000,1515.0000,1516.7300,5716800
9,2018-11-20,1437.5000,1534.7500,1420.0000,1495.4600,10878823
10,2018-11-19,1577.0100,1581.1900,1503.3600,1512.2900,7789981
11,2018-11-16,1587.5000,1614.4800,1573.1200,1593.4100,6066080
12,2018-11-15,1581.0100,1624.8200,1546.5100,1619.4400,8427337
13,2018-11-14,1656.3200,1673.0000,1597.0700,1599.0100,6486891
14,2018-11-13,1649.2900,1677.0600,1613.7500,1631.1700,5933271
15,2018-11-12,1698.2400,1708.5500,1630.0100,1636.8500,6806245
16,2018-11-09,1732.5000,1743.9200,1701.8700,1712.4300,5902186
17,2018-11-08,1755.0000,1784.0000,1725.1100,1754.9100,6534866
18,2018-11-07,1673.0000,1759.2300,1664.0800,1755.4900,8192234
19,2018-11-06,1618.3500,1665.0000,1614.5500,1642.8100,4257353
20,2018-11-05,1657.5700,1658.0900,1596.3600,1627.8000,5624727
21,2018-11-02,1678.5900,1697.4400,1651.8300,1665.5300,6955548
22,2018-11-01,1623.5300,1670.4500,1598.4400,1665.5300,8135539
23,2018-10-31,1569.9900,1623.9100,1565.0900,1598.0100,9390211
24,2018-10-30,1486.1600,1540.9900,1476.3600,1530.4200,12460086
25,2018-10-29,1660.0000,1665.7400,1495.0000,1538.8800,13866077
26,2018-10-26,1649.5900,1698.4600,1603.0000,1642.8100,14963783
27,2018-10-25,1703.3400,1794.8100,1692.0100,1782.1700,10285742
28,2018-10-24,1773.7000,1777.7100,1656.5600,1664.2000,6928383
29,2018-10-23,1742.2400,1776.3400,1714.0000,1768.7000,6723913
30,2018-10-22,1784.0000,1809.5000,1756.0000,1789.3000,4500015
31,2018-10-19,1785.1600,1809.1000,1753.0000,1764.0300,5907246
32,2018-10-18,1821.4900,1830.1500,1767.8700,1770.7200,5873995
33,2018-10-17,1842.7900,1845.0000,1807.0000,1831.7300,5295177
34,2018-10-16,1783.5000,1823.8800,1761.5500,1819.9600,5859918
35,2018-10-15,1795.0000,1795.0500,1734.2300,1760.9500,6437162
36,2018-10-12,1808.0000,1808.9500,1742.5300,1788.6100,9444587
37,2018-10-11,1724.0000,1755.4000,1685.1000,1719.3600,13935872
38,2018-10-10,1857.8900,1858.5600,1754.4100,1755.2500,10988855
39,2018-10-09,1859.9900,1896.6800,1852.3200,1870.3200,4772866
40,2018-10-08,1874.0000,1902.0000,1830.6600,1864.4200,7393199
41,2018-10-05,1917.9900,1929.0800,1862.8300,1889.6500,6822327
42,2018-10-04,1949.0000,1956.0000,1896.5700,1909.4200,7256973
43,2018-10-03,1981.7000,1989.7000,1949.8100,1952.7600,5253131
44,2018-10-02,1999.9900,2013.3900,1965.7700,1971.3100,5400749
45,2018-10-01,2021.9900,2033.1900,2003.6000,2004.3600,3468285
46,2018-09-28,2004.4100,2026.5200,1996.4600,2003.0000,4085135
47,2018-09-27,1993.2400,2016.1600,1988.5800,2012.9800,4329391
48,2018-09-26,1968.5000,1995.2500,1961.5200,1974.8500,4313459
49,2018-09-25,1942.9000,1975.9100,1938.8500,1974.5500,4538407
50,2018-09-24,1903.7900,1936.8800,1865.0000,1934.3600,4213728
51,2018-09-21,1954.2200,1957.3100,1910.5000,1915.0100,6855898
52,2018-09-20,1938.5800,1955.0000,1932.2500,1944.3000,3154934
53,2018-09-19,1940.5000,1940.8300,1904.9000,1926.4200,4056822
54,2018-09-18,1918.6500,1958.2000,1915.4400,1941.0500,4268706
55,2018-09-17,1954.7300,1956.8200,1887.4100,1908.0300,7050192
56,2018-09-14,1992.9300,1993.6500,1959.2200,1970.1900,3642030
57,2018-09-13,2000.0000,2008.7600,1982.0300,1989.8700,3621511
58,2018-09-12,1994.0000,2000.0000,1962.4400,1990.0000,4414012
59,2018-09-11,1928.2700,1988.8800,1917.0000,1987.1500,5033645
60,2018-09-10,1971.0000,1973.0400,1931.5200,1939.0100,4544831
61,2018-09-07,1938.7100,1975.2000,1937.3500,1952.0700,4892643
62,2018-09-06,2006.5100,2007.5000,1935.2100,1958.3100,7488680
63,2018-09-05,2038.1100,2040.3800,1989.8900,1994.8200,8220576
64,2018-09-04,2026.5000,2050.5000,2013.0000,2039.5100,5721093
65,2018-08-31,2007.0000,2022.3800,2004.7400,2012.7100,4204378
66,2018-08-30,1997.4200,2025.5700,1986.9000,2002.3800,7277257
67,2018-08-29,1953.4500,1998.6900,1948.9400,1998.1000,6531761
68,2018-08-28,1937.7300,1941.7800,1928.8200,1932.8200,3100727
69,2018-08-27,1915.0000,1927.7000,1909.2800,1927.6800,3569037
70,2018-08-24,1910.5100,1916.0100,1902.5400,1905.3900,2800863
71,2018-08-23,1907.1700,1919.5000,1900.7600,1902.9000,3562997
72,2018-08-22,1876.6400,1905.8000,1876.6400,1904.9000,3080464
73,2018-08-21,1880.0000,1897.7500,1874.4000,1883.4200,3105626
74,2018-08-20,1890.5700,1891.7500,1866.0600,1876.7100,2862016
75,2018-08-17,1885.8000,1888.0000,1855.5500,1882.2200,4104300
76,2018-08-16,1903.9400,1905.0000,1883.5500,1886.5200,3957090
77,2018-08-15,1909.5500,1916.2100,1869.7900,1882.6200,7700682
78,2018-08-14,1919.3900,1921.0100,1900.0000,1919.6500,3986123
79,2018-08-13,1898.5000,1925.0000,1893.6700,1896.2000,5531475
80,2018-08-10,1888.5100,1899.5000,1878.2100,1886.3000,3639927
81,2018-08-09,1882.0000,1914.5700,1877.4800,1898.5200,4860374
82,2018-08-08,1861.0000,1891.5100,1854.5000,1886.5200,3963017
83,2018-08-07,1854.5300,1869.7200,1846.2700,1862.4800,3377473
84,2018-08-06,1825.8100,1847.7700,1818.9200,1847.7500,3391825
85,2018-08-03,1837.7400,1841.0000,1821.5000,1823.2900,3460487
86,2018-08-02,1788.7700,1836.5600,1786.0000,1834.3300,4354681
87,2018-08-01,1784.0000,1798.4400,1776.0200,1797.1700,4153096
88,2018-07-31,1786.4900,1801.8300,1739.3200,1777.4400,5738713
89,2018-07-30,1827.3300,1829.5000,1766.0200,1779.2200,6562321
90,2018-07-27,1876.0500,1880.0500,1806.5300,1817.2700,9680959
91,2018-07-26,1839.0000,1844.6800,1804.5000,1808.0000,9924371
92,2018-07-25,1829.3000,1863.8400,1822.6400,1863.6100,3836333
93,2018-07-24,1829.0100,1840.0000,1809.3800,1829.2400,4278723
94,2018-07-23,1812.2100,1819.0000,1769.9900,1802.0000,3888462
95,2018-07-20,1825.0100,1834.8400,1810.0600,1813.7000,3891566
96,2018-07-19,1829.4600,1841.0000,1811.2700,1812.9700,4676942
97,2018-07-18,1848.0000,1858.8800,1831.2700,1842.9200,4861913
98,2018-07-17,1811.5600,1851.6900,1797.3800,1843.9300,5682881
99,2018-07-16,1821.9500,1841.9500,1814.4500,1822.4900,5466195
