,Data,1. open,2. high,3. low,4. close,5. volume
0,2018-12-04,180.9500,182.3899,176.2700,176.6900,35939342
1,2018-12-03,184.4600,184.9400,181.2100,184.8200,40511593
2,2018-11-30,180.2900,180.3300,177.0300,178.5800,39531549
3,2018-11-29,182.6600,182.8000,177.7000,179.5500,41769992
4,2018-11-28,176.7300,181.2900,174.9300,180.9400,46062539
5,2018-11-27,171.5100,174.7700,170.8800,174.2400,41387377
6,2018-11-26,174.2400,174.9500,170.2600,174.6200,44998520
7,2018-11-23,174.9400,176.5950,172.1000,172.2900,23623972
8,2018-11-21,179.7300,180.2700,176.5500,176.7800,31124210
9,2018-11-20,178.3700,181.4700,175.5100,176.9800,67825247
10,2018-11-19,190.0000,190.7000,184.9900,185.8600,41920872
11,2018-11-16,190.5000,194.9695,189.4600,193.5300,36928253
12,2018-11-15,188.3900,191.9700,186.9000,191.4100,46478801
13,2018-11-14,193.9000,194.4800,185.9300,186.8000,60800957
14,2018-11-13,191.6300,197.1800,191.4501,192.2300,46882936
15,2018-11-12,199.0000,199.8500,193.7900,194.1700,51135518
16,2018-11-09,205.5500,206.0100,202.2500,204.4700,34365750
17,2018-11-08,209.9800,210.1200,206.7500,208.4900,25362636
18,2018-11-07,205.9700,210.0600,204.1300,209.9500,33424434
19,2018-11-06,201.9200,204.7200,201.6900,203.7700,31882881
20,2018-11-05,204.3000,204.3900,198.1700,201.5900,66163669
21,2018-11-02,209.5500,213.6500,205.4300,207.4800,91328654
22,2018-11-01,219.0500,222.3600,216.8100,222.2200,58323180
23,2018-10-31,216.8800,220.4500,216.6200,218.8600,38358933
24,2018-10-30,211.1500,215.1800,209.2700,213.3000,36659990
25,2018-10-29,219.1900,219.6900,206.0900,212.2400,45935520
26,2018-10-26,215.9000,220.1900,212.6700,216.3000,47258375
27,2018-10-25,217.7100,221.3800,216.7500,219.8000,29855768
28,2018-10-24,222.6000,224.2300,214.5400,215.0900,40925163
29,2018-10-23,215.8300,223.2500,214.7000,222.7300,38767846
30,2018-10-22,219.7900,223.3600,218.9400,220.6500,28792082
31,2018-10-19,218.0600,221.2600,217.4300,219.3100,33078726
32,2018-10-18,217.8600,219.7400,213.0000,216.0200,32581315
